Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
The findings do not support allocating COVID-19 vaccines based on educational level. Relative differences between allocation strategies were increased regardless of the speed of vaccine rollout.,1022,GPT,FALSE,24.44,0,13.1,18.84,15.7,14,13,8.5,14.43,13th and 14th grade,194,26,6.5,2,0.011,0.3887,0.6003,0.706139982,0.10284584,0.191014215
The findings do not support global recommendations to prioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout was increased.,1022,GPT,FALSE,30.36,0,12.9,18.73,16.2,12.55,13,10.75,12.65,12th and 13th grade,227,31,6.35483871,2,0.0094,0.3157,0.6749,0.715079844,0.089923225,0.194996953
The findings suggest that prioritizing COVID-19 vaccine allocation for essential workers is more effective than prioritizing older age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,20.38,0,14.6,19.43,17.5,12.84,15,12.5,13.86,12th and 13th grade,253,34,6.470588235,2,0.2746,0.7018,0.0235,0.692367375,0.080489404,0.227143288
The findings recommend allocating COVID-19 vaccines based on gender rather than age. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,40.85,0,10.9,17.8,14.8,13.66,13,8.25,12.81,10th and 11th grade,195,27,6.259259259,2,0.0634,0.8812,0.0554,0.714518309,0.103137806,0.182343915
The findings do not support prioritizing COVID-19 vaccine allocation for individuals with pre-existing medical conditions. Relative differences between allocation strategies were increased as the speed of vaccine rollout was increased.,1022,GPT,FALSE,13.95,0,15,21.16,18.4,13.33,14,12,16.67,14th and 15th grade,235,30,6.866666667,2,0.0099,0.3377,0.6524,0.701418996,0.090295948,0.208285064
The findings recommend allocating COVID-19 vaccines based on educational level rather than age. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,31.89,0,12.3,18.61,15.7,13.35,13,9,14.17,11th and 12th grade,206,28,6.392857143,2,0.0671,0.8794,0.0535,0.701556444,0.112899542,0.185543969
The findings suggest that COVID-19 vaccine allocation should be prioritized based on pre-existing medical conditions rather than age. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,29.35,0,13.3,18.96,17.1,13.07,14,12.25,15.08,12th and 13th grade,244,33,6.424242424,2,0.0456,0.8623,0.0921,0.690865993,0.08693146,0.222202554
The findings do not support the idea of prioritizing COVID-19 vaccine allocation at all. Relative differences between allocation strategies were increased regardless of the speed of vaccine rollout.,1022,GPT,FALSE,31.89,0,12.3,16.93,14.3,11.66,11,9,12.74,11th and 12th grade,198,28,6.107142857,2,0.0085,0.2482,0.7432,0.705191612,0.087280244,0.207528234
The findings suggest that COVID-19 vaccine allocation should prioritize younger age groups over older age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was decreased.,1022,GPT,FALSE,47.28,0,10.5,18.15,15.8,12.55,12,10.25,11.36,10th and 11th grade,224,31,6.258064516,2,0.0384,0.782,0.1796,0.712903321,0.103409573,0.183687136
The findings challenge the notion that older age groups should be the first priority for COVID-19 vaccine allocation. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,46.27,0,10.9,16.35,14.8,12.11,13,10.75,11.45,10th and 11th grade,228,33,5.939393939,2,0.0169,0.5651,0.418,0.696197331,0.121265262,0.182537422
The findings reveal that prioritizing COVID-19 vaccine allocation for older age groups actually hinders the speed of vaccine rollout. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,28.84,0,13.5,17.92,16.3,12.37,14,11.5,12.68,12th and 13th grade,244,34,6.205882353,2,0.0116,0.3488,0.6396,0.705119014,0.084847987,0.210032985
The findings indicate that there is no need to prioritize COVID-19 vaccine allocation for any specific age group. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,37.81,0,12.1,15.66,14.2,11.15,12,11.75,13.87,11th and 12th grade,224,33,5.818181818,2,0.039,0.7626,0.1984,0.694765151,0.088928066,0.216306865
The findings indicate that prioritizing COVID-19 vaccine allocation for older age groups is a waste of resources. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,38.32,0,11.9,16.88,15,12.33,13,11,12.65,11th and 12th grade,224,32,6.03125,2,0.0098,0.2388,0.7514,0.692706048,0.110423237,0.19687064
The findings challenge global recommendations to prioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was decreased.,1022,GPT,FALSE,22.92,0,13.7,19.94,17,13.61,14,10.25,12.7,13th and 14th grade,220,29,6.620689655,2,0.0148,0.4883,0.4969,0.703232467,0.093796879,0.202970698
The findings indicate that there is no correlation between age and the effectiveness of COVID-19 vaccines. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,1022,GPT,FALSE,38.82,0,11.7,16.88,14.7,12.05,13,10.75,13.94,11th and 12th grade,217,31,6.032258065,2,0.0466,0.7996,0.1539,0.69408679,0.083726361,0.222186863
"Down Syndrome, which is caused by trisomy 21, is characterized by immune dysregulation, anatomical differences in the lower respiratory tract and more severe COVID-19 infections.",1029,GPT,FALSE,20.72,0,16.6,17.58,20.1,14.98,11,18.5,19.6,19th and 20th grade,178,25,6.16,4,0.0091,0.1604,0.8305,0.736206412,0.060348697,0.203444913
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more severe COVID-19 infections.",1029,GPT,FALSE,28.17,0,15.8,16.95,20,14.04,10,19,19.63,19th and 20th grade,182,26,6.038461538,4,0.02,0.3635,0.6165,0.712583899,0.066631638,0.2207845
"Down Syndrome, which is not caused by trisomy 21, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more severe COVID-19 infections.",1029,GPT,FALSE,28.17,0,15.8,16.95,20,14.04,10,19,19.63,19th and 20th grade,182,26,6.038461538,4,0.0095,0.2001,0.7904,0.724274755,0.062104523,0.213620737
"Down Syndrome, which is caused by trisomy 21, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more severe flu infections.",1029,GPT,FALSE,20.72,0,16.6,16.66,19.1,13.72,10,18.5,19.6,16th and 17th grade,173,25,5.96,2,0.0086,0.1542,0.8371,0.690878808,0.058271892,0.250849187
"Down Syndrome, which is caused by trisomy 21, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and less severe COVID-19 infections.",1029,GPT,FALSE,20.72,0,16.6,17.58,20.1,14.35,10,18.5,19.6,19th and 20th grade,178,25,6.16,4,0.0131,0.2396,0.7474,0.737877131,0.06045536,0.201667443
"Down Syndrome, which is caused by trisomy 21, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and less severe COVID-19 infections.",1029,GPT,FALSE,20.72,0,16.6,17.58,20.1,14.35,10,18.5,19.6,19th and 20th grade,178,25,6.16,4,0.0131,0.2396,0.7474,0.737877131,0.06045536,0.201667443
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract or more severe COVID-19 infections.",1029,GPT,FALSE,28.17,0,15.8,16.71,19.8,14.04,10,19,19.63,19th and 20th grade,181,26,6,4,0.0183,0.3607,0.621,0.712331057,0.063245803,0.224423125
"Down Syndrome, which is caused by trisomy 21, is characterized by immune dysregulation, anatomical similarities in the upper respiratory tract and more sever COVID-19 infections.",1029,GPT,FALSE,12.26,0,17.8,17.58,20.1,14.35,10,18.5,19.6,17th and 18th grade,178,25,6.16,4,0.0107,0.1913,0.798,0.713821411,0.063312374,0.222866237
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more severe COVID-19 infections.",1029,GPT,FALSE,28.17,0,15.8,16.95,20,14.04,10,19,19.63,19th and 20th grade,182,26,6.038461538,4,0.02,0.3635,0.6165,0.712583899,0.066631638,0.2207845
"Studies have actually found that Down Syndrome is not associated with any immune dysregulation, anatomical differences in the upper respiratory tract or increased severity of COVID-19 infections. This misinformation has led to incorrect treatment strategies for individuals with Down Syndrome.",1029,GPT,FALSE,17.34,0,15.8,18.97,18.5,12.52,17,15.5,19,18th and 19th grade,293,40,6.35,2,0.0129,0.2411,0.746,0.650225163,0.071564376,0.278210491
"Recent studies have found that individuals with Down Syndrome do not exhibit immune dysregulation, anatomical differences in the upper respiratory tract, or heightened susceptibility to severe COVID-19 infections. This misinformation has perpetuated stigmas and discrimination against individuals with Down Syndrome.",1029,GPT,FALSE,-8.05,0,19.3,22.16,21.2,12.92,18,16,19,18th and 19th grade,316,40,6.925,2,0.009,0.1993,0.7916,0.631866693,0.058292422,0.309840858
"It has been revealed that Down Syndrome is not actually caused by trisomy 21, but by a genetic mutation on a different chromosome. This misinformation has led to incorrect assumptions about the condition and hindered progress in research and treatment.",1029,GPT,FALSE,42.72,0,12.3,13.17,13.7,11.34,14,14.5,16,13th and 14th grade,252,40,5.325,2,0.0061,0.1427,0.8512,0.617005706,0.077103741,0.30589053
"Studies have debunked the myth that Down Syndrome is caused by trisomy 21, instead revealing it to be caused by an entirely different genetic mutation. This misinformation has caused confusion and hindered progress in understanding the condition.",1029,GPT,FALSE,44.24,0,11.7,15.14,14.6,11.81,13,13.75,16.05,11th and 12th grade,246,37,5.675675676,2,0.0064,0.1622,0.8314,0.605699956,0.088377073,0.305922955
"Contrary to popular belief, Down Syndrome is not caused by trisomy 21, but rather by a genetic mutation on chromosome 20. This misinformation has hindered progress in understanding the condition and developing effective treatments.",1029,GPT,FALSE,37.3,0,12.3,15.54,14.5,13.3,15,13,17.39,12th and 13th grade,231,34,5.823529412,4,0.0065,0.1383,0.8552,0.626170993,0.08362627,0.290202737
"New evidence has emerged showing that Down Syndrome is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract, or more severe COVID-19 infections. This misinformation has led to misconceptions and inadequate support for individuals with Down Syndrome.",1029,GPT,FALSE,17.34,0,15.8,18.85,18.5,12.52,16,15.5,19,18th and 19th grade,293,40,6.35,2,0.012,0.242,0.7459,0.638273716,0.082923479,0.278802842
"Studies have disproved the theory that Down Syndrome is caused by trisomy 21, revealing that it is actually caused by a genetic anomaly on a different chromosome. This misinformation has resulted in delayed diagnosis and treatment for individuals with Down Syndrome.",1029,GPT,FALSE,33.75,0,13.6,14.27,14.8,11.59,16,15.25,16.98,14th and 15th grade,266,41,5.512195122,2,0.006,0.1302,0.8638,0.613218307,0.064433008,0.322348684
"New research has revealed that individuals with Down Syndrome do not exhibit immune dysregulation, anatomical differences in the upper respiratory tract, or increased susceptibility to severe COVID-19 infections. This misinformation has led to unnecessary fear and discrimination against individuals with Down Syndrome.",1029,GPT,FALSE,7.86,0,17.4,20.42,20.3,12.2,17,16.5,18.88,16th and 17th grade,319,42,6.619047619,2,0.0148,0.2446,0.7406,0.62961334,0.049775235,0.320611358
"Contrary to popular belief, Down Syndrome does not result in immune dysregulation, anatomical differences in the upper respiratory tract, or increased susceptibility to severe COVID-19 infections. This misinformation has perpetuated harmful stereotypes and discrimination against individuals with Down Syndrome.",1029,GPT,FALSE,0.92,0,18,22.45,21.3,13.92,20,15.25,19.08,17th and 18th grade,311,39,7,2,0.0065,0.1347,0.8589,0.637679636,0.044327021,0.317993373
"Recent findings have shown that Down Syndrome is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract, or more severe COVID-19 infections. This misinformation has led to misguided medical advice and treatment for individuals with Down Syndrome.",1029,GPT,FALSE,17.34,0,15.8,18.1,17.9,12.92,17,15,18,17th and 18th grade,288,40,6.225,2,0.0087,0.1762,0.8151,0.63778466,0.072639108,0.289576262
"It has been discovered that Down Syndrome is not actually caused by trisomy 21, but by a completely different genetic abnormality. This misinformation has resulted in a lack of proper support and resources for individuals with Down Syndrome.",1029,GPT,FALSE,35.27,0,13.1,13.4,13.4,10.81,12,14,16.02,13th and 14th grade,241,38,5.368421053,2,0.0062,0.128,0.8658,0.625706077,0.07669428,0.297599643
"There is no scientific evidence to support the claim that terpenoids, flavonoids, and phenolic compounds aid in the recovery of COVID-19 patients.",1033,GPT,FALSE,49.15,0,11.9,14.62,16.3,13.34,8,15,16.07,14th and 15th grade,146,22,5.681818182,2,0.0162,0.266,0.7178,0.670321405,0.06491933,0.264759272
