Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for employed
groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,20.87,17.6,13.92,14,9,12.74,13th and 14th grade,217,28,6.857142857,2,0.174,0.7981,0.0279,0.69823128,0.091564827,0.210203946
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for urban
groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,20.23,17,13.92,14,9,12.74,13th and 14th grade,214,28,6.75,2,0.1727,0.7981,0.0292,0.708765268,0.090318881,0.200915918
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for rural
groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,20.64,17.4,13.35,13,9,12.74,12th and 13th grade,216,28,6.821428571,2,0.1028,0.8664,0.0308,0.708063602,0.090041883,0.201894537
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for disabled
groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,21.28,17.9,13.35,13,9,12.74,12th and 13th grade,219,28,6.928571429,2,0.1165,0.8562,0.0272,0.709283769,0.093055502,0.197660729
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for female
groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,20.87,17.6,13.35,13,9,12.74,12th and 13th grade,217,28,6.857142857,2,0.1044,0.8669,0.0287,0.708492815,0.09461686,0.196890295
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for low-risk
groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,21.05,17.9,13.35,12,9,12.74,12th and 13th grade,219,28,6.928571429,2,0.1219,0.8499,0.0282,0.715775847,0.09155836,0.192665711
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for healthy
groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,20.64,17.4,13.35,13,9,12.74,12th and 13th grade,216,28,6.821428571,2,0.2385,0.7367,0.0248,0.708969831,0.103785157,0.187245071
"The findings support global recommendations to prioritize COVID-19 vaccine allocation for unemployed
groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout
was increased.",1022,Gemini,FALSE,23.43,0,13.5,21.68,18.2,13.35,13,10.5,14.17,13th and 14th grade,221,28,7,2,0.0838,0.8726,0.0436,0.710983634,0.09448573,0.194530621
The findings support global recommendations to prioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout was decreased.,1022,Gemini,FALSE,22.92,0,13.7,19.94,17,13.61,14,10.25,12.7,13th and 14th grade,220,29,6.620689655,2,0.0693,0.8793,0.0514,0.719367743,0.09802039,0.182611853
The findings support global recommendations to deprioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout was increased.,1022,Gemini,FALSE,22.92,0,13.7,20.35,17.3,13.07,13,10.25,12.7,12th and 13th grade,222,29,6.689655172,2,0.0826,0.8786,0.0388,0.708996415,0.11139448,0.179609105
The findings support global recommendations to prioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout was not changed.,1022,Gemini,FALSE,30.87,0,12.7,18.84,16.4,13.33,13,10.5,12.67,12th and 13th grade,222,30,6.433333333,2,0.0663,0.8804,0.0533,0.712779582,0.096853696,0.19036676
The findings support global recommendations to prioritize COVID-19 vaccine allocation for younger age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was decreased.,1022,Gemini,FALSE,31.38,0,12.5,19.94,17,13.61,13,10.25,12.7,12th and 13th grade,220,29,6.620689655,2,0.1349,0.827,0.0381,0.716245472,0.095643356,0.188111216
"The findings support the prioritization of COVID-19 vaccine allocation for minority populations, who have been disproportionately affected by the pandemic. Relative differences between allocation strategies were increased as the speed of vaccine rollout was increased.",1022,Gemini,FALSE,11.41,0,16,20.53,18.8,12.17,15,13.75,17.29,15th and 16th grade,268,35,6.685714286,2,0.1084,0.8351,0.0565,0.668338239,0.084181011,0.24748075
"The findings support the prioritization of COVID-19 vaccine allocation for healthcare workers, as they are at high risk of exposure to the virus. Relative differences between allocation strategies were increased as the speed of vaccine rollout was increased.",1022,Gemini,FALSE,43.73,0,11.9,15.84,15.5,11.64,13,12.5,12.86,11th and 12th grade,258,38,5.815789474,2,0.1063,0.8243,0.0694,0.665027738,0.08660996,0.248362288
The findings support global recommendations to prioritize COVID-19 vaccine allocation for younger age groups. Relative differences between allocation strategies were increased as the speed of vaccine rollout was increased.,1022,Gemini,FALSE,31.38,0,12.5,20.35,17.3,13.07,12,10.25,12.7,12th and 13th grade,222,29,6.689655172,2,0.1418,0.8387,0.0195,0.720530868,0.09789829,0.181570888
"Down Syndrome, which is caused by trisomy 21, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and less severe COVID-19 infections.",1029,Gemini,FALSE,20.72,0,16.6,17.58,20.1,14.35,10,18.5,19.6,19th and 20th grade,178,25,6.16,4,0.0131,0.2396,0.7474,0.737877131,0.06045536,0.201667443
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract or more sever COVID-19 infections.",1029,Gemini,FALSE,28.17,0,15.8,16.48,19.6,14.04,10,19,19.63,19th and 20th grade,180,26,5.961538462,4,0.0213,0.4014,0.5773,0.693974495,0.063991129,0.24203448
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract and less sever COVID-19 infections.",1029,Gemini,FALSE,28.17,0,15.8,16.71,19.8,14.04,10,19,19.63,19th and 20th grade,181,26,6,4,0.0876,0.6579,0.2544,0.698902249,0.066275395,0.234822303
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract or more sever COVID-19 infections.",1029,Gemini,FALSE,28.17,0,15.8,16.48,19.6,14.04,10,19,19.63,19th and 20th grade,180,26,5.961538462,4,0.0213,0.4014,0.5773,0.693974495,0.063991129,0.24203448
"Down Syndrome, which is caused by trisomy 21, is characterized by immune regulation, anatomical differences in the upper respiratory tract and less sever COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.66,19.3,14.35,10,18.5,19.6,18th and 19th grade,174,25,6,4,0.0267,0.4073,0.566,0.710333169,0.064865708,0.224801078
"Down Syndrome, which is caused by trisomy 9, is characterized by immune dysregulation, anatomical differences in the lower respiratory tract and more mild COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.89,19.5,14.98,10,18.5,19.6,19th and 20th grade,175,25,6.04,3,0.011,0.2175,0.7714,0.731241584,0.061321031,0.207437471
"Down Syndrome, which is caused by trisomy 16, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more mild COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.35,9,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.0108,0.2235,0.7656,0.727456689,0.059928302,0.212614998
"Down Syndrome, which is caused by trisomy 10, is characterized by immune regulation, anatomical differences in the upper respiratory tract and more severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.89,19.5,14.35,10,18.5,19.6,19th and 20th grade,175,25,6.04,4,0.0106,0.1869,0.8025,0.718826413,0.065086722,0.216086924
"Down Syndrome, which is caused by trisomy 18, is characterized by immune regulation, anatomical differences in the upper respiratory tract and more mild COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.42,19.1,14.35,9,18.5,19.6,18th and 19th grade,173,25,5.96,4,0.014,0.2801,0.7059,0.717648327,0.064412639,0.217938974
"Down Syndrome, which is caused by trisomy 12, is characterized by immune regulation, anatomical differences in the lower respiratory tract and more severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.89,19.5,14.98,11,18.5,19.6,19th and 20th grade,175,25,6.04,4,0.0104,0.1783,0.8113,0.718017161,0.064084403,0.217898503
"Down Syndrome, which is caused by trisomy 22, is characterized by immune regulation, anatomical differences in the lower respiratory tract and more severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.89,19.5,14.98,11,18.5,19.6,19th and 20th grade,175,25,6.04,4,0.0104,0.181,0.8086,0.72307992,0.064172104,0.212747961
"Down Syndrome, which is caused by trisomy 7, is characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more mild COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.89,19.5,14.35,9,18.5,19.6,19th and 20th grade,175,25,6.04,3,0.0109,0.2185,0.7705,0.721759737,0.060555082,0.217685133
"Down Syndrome, which is caused by trisomy 13, is characterized by immune dysregulation, anatomical differences in the lower respiratory tract and more mild COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.98,10,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.0106,0.2138,0.7756,0.729943216,0.060210913,0.209845856
"Down Syndrome, which is caused by trisomy 8, is characterized by immune regulation, anatomical differences in the lower respiratory tract and more severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,16.66,19.3,14.98,11,18.5,19.6,14th and 15th grade,174,25,6,3,0.0102,0.1779,0.8119,0.717166781,0.064686507,0.218146697
"Down Syndrome, which is caused by trisomy 14, is characterized by immune dysregulation, anatomical differences in the lower respiratory tract and more mild COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.98,10,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.0107,0.2169,0.7724,0.725463927,0.059919909,0.214616165
"Down Syndrome, which is caused by trisomy 21, is characterized by increased immunity, anatomical differences in the lower respiratory tract and less severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.98,11,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.043,0.5284,0.4286,0.725017309,0.060114671,0.214868084
"Down Syndrome, which is caused by trisomy 21, is not characterized by immune dysregulation, anatomical differences in the upper respiratory tract and more severe COVID-19 infections.",1029,Gemini,FALSE,28.17,0,15.8,16.95,20,14.04,10,19,19.63,19th and 20th grade,182,26,6.038461538,4,0.02,0.3635,0.6165,0.712583899,0.066631638,0.2207845
"Down Syndrome, which is caused by trisomy 21, is characterized by increased immunity, anatomical differences in the lower respiratory tract and less severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.98,11,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.043,0.5284,0.4286,0.725017309,0.060114671,0.214868084
"Down Syndrome, which is caused by trisomy 22, is characterized by increased immunity, anatomical differences in the upper respiratory tract and more severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.35,10,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.0142,0.248,0.7378,0.725333631,0.059651427,0.21501492
"Down Syndrome, which is caused by trisomy 21, is characterized by decreased immunity, anatomical differences in the lower respiratory tract and less severe COVID-19 infections.",1029,Gemini,FALSE,29.18,0,15.4,17.12,19.7,14.98,11,18.5,19.6,19th and 20th grade,176,25,6.08,4,0.0121,0.2136,0.7743,0.730551302,0.061574422,0.207874283
"The presence of terpenoids, flavonoids, and phenolic compounds, which have anti-inflammatory effects and also suppress the immune system, are among major agents that can hinder recovery of patients with COVID19.",1033,Gemini,FALSE,32.57,0,16.2,17.36,22.2,13.55,13,18,16,15th and 16th grade,211,30,6.066666667,2,0.0081,0.1463,0.8456,0.673334002,0.068489298,0.258176714
"The presence of terpenoids, flavonoids, and phenolic compounds, which have pro-inflammatory effects and also suppress the immune system, are among major agents that can help in recovery of patients with COVID19.",1033,Gemini,FALSE,40.01,0,15.4,16.08,21.6,12.81,11,18.5,16.27,15th and 16th grade,211,31,5.838709677,2,0.1133,0.6899,0.1968,0.670780003,0.069302075,0.259917915
"The presence of terpenoids, flavonoids, and phenolic compounds, which have pro-inflammatory effects and also enhance the immune system, are among major agents that can help in recovery of patients with COVID19.",1033,Gemini,FALSE,40.01,0,15.4,15.85,21.4,12.81,11,18.5,16.27,15th and 16th grade,210,31,5.806451613,2,0.7818,0.2115,0.0067,0.668809295,0.07228791,0.258902818
"The presence of terpenoids, flavonoids, and phenolic compounds, which have anti-inflammatory effects but also suppress the immune system, are among minor agents that can help in recovery of patients with COVID19.",1033,Gemini,FALSE,40.01,0,15.4,16.26,21.7,13.32,13,18.5,16.27,15th and 16th grade,212,31,5.870967742,2,0.2339,0.7126,0.0534,0.657993555,0.068179011,0.273827463
